file	endpoint	host	port	resolved_ip	ping_ms	nmap_open_udp
al-tia-wg-003.conf	103.124.165.130:51820	103.124.165.130	51820	103.124.165.130	196	-
al-tia-wg-004.conf	103.124.165.191:51820	103.124.165.191	51820	103.124.165.191	104	-
ar-bue-wg-001.conf	149.22.83.2:51820	149.22.83.2	51820	149.22.83.2	379	-
ar-bue-wg-002.conf	149.22.83.31:51820	149.22.83.31	51820	149.22.83.31	395	-
at-vie-wg-001.conf	146.70.116.98:51820	146.70.116.98	51820	146.70.116.98	88.1	-
at-vie-wg-002.conf	146.70.116.130:51820	146.70.116.130	51820	146.70.116.130	87.5	-
at-vie-wg-003.conf	146.70.116.162:51820	146.70.116.162	51820	146.70.116.162	191	-
at-vie-wg-101.conf	185.24.11.130:51820	185.24.11.130	51820	185.24.11.130	88.1	-
at-vie-wg-102.conf	185.24.11.159:51820	185.24.11.159	51820	185.24.11.159	88.5	-
au-adl-wg-302.conf	103.214.20.130:51820	103.214.20.130	51820	103.214.20.130	396	-
au-bne-wg-301.conf	103.216.220.18:51820	103.216.220.18	51820	103.216.220.18	395	-
au-bne-wg-302.conf	103.216.220.34:51820	103.216.220.34	51820	103.216.220.34	395	-
au-mel-wg-302.conf	103.108.229.66:51820	103.108.229.66	51820	103.108.229.66	395	-
au-per-wg-301.conf	103.108.231.50:51820	103.108.231.50	51820	103.108.231.50	294	-
au-per-wg-302.conf	103.108.231.66:51820	103.108.231.66	51820	103.108.231.66	294	-
au-syd-wg-001.conf	146.70.200.2:51820	146.70.200.2	51820	146.70.200.2	394	-
au-syd-wg-002.conf	146.70.141.194:51820	146.70.141.194	51820	146.70.141.194	395	-
au-syd-wg-003.conf	146.70.200.194:51820	146.70.200.194	51820	146.70.200.194	396	-
au-syd-wg-101.conf	103.136.147.3:51820	103.136.147.3	51820	103.136.147.3	394	-
au-syd-wg-102.conf	103.136.147.65:51820	103.136.147.65	51820	103.136.147.65	396	-
au-syd-wg-103.conf	103.136.147.129:51820	103.136.147.129	51820	103.136.147.129	395	-
au-syd-wg-104.conf	103.136.147.197:51820	103.136.147.197	51820	103.136.147.197	397	-
au-syd-wg-301.conf	103.120.6.2:51820	103.120.6.2	51820	103.120.6.2	359	-
au-syd-wg-302.conf	103.120.6.127:51820	103.120.6.127	51820	103.120.6.127	431	-
au-syd-wg-303.conf	103.141.60.2:51820	103.141.60.2	51820	103.141.60.2	396	-
au-syd-wg-304.conf	103.141.60.127:51820	103.141.60.127	51820	103.141.60.127	395	-
be-bru-wg-101.conf	91.90.123.2:51820	91.90.123.2	51820	91.90.123.2	90.1	-
be-bru-wg-102.conf	194.110.115.34:51820	194.110.115.34	51820	194.110.115.34	88.2	-
be-bru-wg-103.conf	194.110.115.2:51820	194.110.115.2	51820	194.110.115.2	88.4	-
bg-sof-wg-001.conf	146.70.188.130:51820	146.70.188.130	51820	146.70.188.130	191	-
bg-sof-wg-002.conf	146.70.188.194:51820	146.70.188.194	51820	146.70.188.194	191	-
br-for-wg-001.conf	98.98.12.178:51820	98.98.12.178	51820	98.98.12.178	293	-
br-for-wg-002.conf	98.98.12.182:51820	98.98.12.182	51820	98.98.12.182	293	-
br-sao-wg-201.conf	169.150.198.66:51820	169.150.198.66	51820	169.150.198.66	293	-
br-sao-wg-202.conf	169.150.198.79:51820	169.150.198.79	51820	169.150.198.79	273	-
br-sao-wg-302.conf	103.139.178.63:51820	103.139.178.63	51820	103.139.178.63	313	-
br-sao-wg-303.conf	103.139.178.123:51820	103.139.178.123	51820	103.139.178.123	293	-
br-sao-wg-304.conf	103.139.178.183:51820	103.139.178.183	51820	103.139.178.183	292	-
ca-mtr-wg-001.conf	146.70.198.66:51820	146.70.198.66	51820	146.70.198.66	191	-
ca-mtr-wg-002.conf	146.70.198.130:51820	146.70.198.130	51820	146.70.198.130	190	-
ca-mtr-wg-003.conf	146.70.198.194:51820	146.70.198.194	51820	146.70.198.194	191	-
ca-mtr-wg-004.conf	188.241.176.194:51820	188.241.176.194	51820	188.241.176.194	191	-
ca-mtr-wg-201.conf	62.93.167.130:51820	62.93.167.130	51820	62.93.167.130	190	-
ca-mtr-wg-202.conf	62.93.167.160:51820	62.93.167.160	51820	62.93.167.160	191	-
ca-tor-wg-001.conf	178.249.214.2:51820	178.249.214.2	51820	178.249.214.2	190	-
ca-tor-wg-002.conf	178.249.214.15:51820	178.249.214.15	51820	178.249.214.15	191	-
ca-tor-wg-201.conf	23.234.84.2:51820	23.234.84.2	51820	23.234.84.2	191	-
ca-tor-wg-202.conf	23.234.84.127:51820	23.234.84.127	51820	23.234.84.127	191	-
ca-tor-wg-203.conf	23.234.85.2:51820	23.234.85.2	51820	23.234.85.2	191	-
ca-tor-wg-204.conf	23.234.85.127:51820	23.234.85.127	51820	23.234.85.127	191	-
ca-tor-wg-205.conf	23.234.86.2:51820	23.234.86.2	51820	23.234.86.2	190	-
ca-tor-wg-206.conf	23.234.86.127:51820	23.234.86.127	51820	23.234.86.127	192	-
ca-tor-wg-207.conf	23.234.87.2:51820	23.234.87.2	51820	23.234.87.2	195	-
ca-van-wg-201.conf	104.193.135.196:51820	104.193.135.196	51820	104.193.135.196	293	-
ca-van-wg-202.conf	104.193.135.100:51820	104.193.135.100	51820	104.193.135.100	293	-
ca-van-wg-301.conf	149.22.81.194:51820	149.22.81.194	51820	149.22.81.194	231	-
ca-van-wg-302.conf	149.22.81.207:51820	149.22.81.207	51820	149.22.81.207	253	-
ca-yyc-wg-201.conf	38.240.225.36:51820	38.240.225.36	51820	38.240.225.36	201	-
ca-yyc-wg-202.conf	38.240.225.68:51820	38.240.225.68	51820	38.240.225.68	197	-
ch-zrh-wg-001.conf	193.32.127.66:51820	193.32.127.66	51820	193.32.127.66	174	-
ch-zrh-wg-002.conf	193.32.127.67:51820	193.32.127.67	51820	193.32.127.67	87.9	-
ch-zrh-wg-003.conf	193.32.127.68:51820	193.32.127.68	51820	193.32.127.68	88.1	-
ch-zrh-wg-004.conf	193.32.127.69:51820	193.32.127.69	51820	193.32.127.69	190	-
ch-zrh-wg-005.conf	193.32.127.70:51820	193.32.127.70	51820	193.32.127.70	88.1	-
ch-zrh-wg-006.conf	193.32.127.84:51820	193.32.127.84	51820	193.32.127.84	88.0	-
ch-zrh-wg-201.conf	179.43.189.66:51820	179.43.189.66	51820	179.43.189.66	79.1	-
ch-zrh-wg-202.conf	46.19.136.226:51820	46.19.136.226	51820	46.19.136.226	81.7	-
ch-zrh-wg-401.conf	138.199.6.194:51820	138.199.6.194	51820	138.199.6.194	105	-
ch-zrh-wg-402.conf	138.199.6.207:51820	138.199.6.207	51820	138.199.6.207	87.9	-
ch-zrh-wg-403.conf	138.199.6.220:51820	138.199.6.220	51820	138.199.6.220	87.4	-
ch-zrh-wg-404.conf	138.199.6.233:51820	138.199.6.233	51820	138.199.6.233	88.2	-
ch-zrh-wg-501.conf	146.70.134.98:51820	146.70.134.98	51820	146.70.134.98	88.7	-
ch-zrh-wg-502.conf	146.70.126.162:51820	146.70.126.162	51820	146.70.126.162	88.6	-
ch-zrh-wg-503.conf	146.70.126.194:51820	146.70.126.194	51820	146.70.126.194	88.0	-
ch-zrh-wg-504.conf	146.70.126.226:51820	146.70.126.226	51820	146.70.126.226	88.3	-
ch-zrh-wg-505.conf	146.70.134.2:51820	146.70.134.2	51820	146.70.134.2	88.0	-
ch-zrh-wg-506.conf	146.70.134.34:51820	146.70.134.34	51820	146.70.134.34	191	-
ch-zrh-wg-507.conf	146.70.134.66:51820	146.70.134.66	51820	146.70.134.66	88.3	-
cl-scl-wg-001.conf	149.88.104.2:51820	149.88.104.2	51820	149.88.104.2	299	-
cl-scl-wg-002.conf	149.88.104.15:51820	149.88.104.15	51820	149.88.104.15	391	-
co-bog-wg-001.conf	154.47.16.34:51820	154.47.16.34	51820	154.47.16.34	292	-
co-bog-wg-002.conf	154.47.16.47:51820	154.47.16.47	51820	154.47.16.47	293	-
cy-nic-wg-001.conf	195.47.194.131:51820	195.47.194.131	51820	195.47.194.131	191	-
cy-nic-wg-002.conf	195.47.194.161:51820	195.47.194.161	51820	195.47.194.161	165	-
cz-prg-wg-102.conf	146.70.129.130:51820	146.70.129.130	51820	146.70.129.130	116	-
cz-prg-wg-201.conf	178.249.209.162:51820	178.249.209.162	51820	178.249.209.162	88.4	-
cz-prg-wg-202.conf	178.249.209.175:51820	178.249.209.175	51820	178.249.209.175	89.1	-
de-ber-wg-001.conf	193.32.248.66:51820	193.32.248.66	51820	193.32.248.66	191	-
de-ber-wg-002.conf	193.32.248.67:51820	193.32.248.67	51820	193.32.248.67	191	-
de-ber-wg-003.conf	193.32.248.68:51820	193.32.248.68	51820	193.32.248.68	191	-
de-ber-wg-004.conf	193.32.248.69:51820	193.32.248.69	51820	193.32.248.69	191	-
de-ber-wg-005.conf	193.32.248.70:51820	193.32.248.70	51820	193.32.248.70	141	-
de-ber-wg-006.conf	193.32.248.71:51820	193.32.248.71	51820	193.32.248.71	137	-
de-ber-wg-007.conf	193.32.248.75:51820	193.32.248.75	51820	193.32.248.75	192	-
de-ber-wg-008.conf	193.32.248.74:51820	193.32.248.74	51820	193.32.248.74	88.4	-
de-dus-wg-001.conf	185.254.75.3:51820	185.254.75.3	51820	185.254.75.3	90.1	-
de-dus-wg-002.conf	185.254.75.4:51820	185.254.75.4	51820	185.254.75.4	89.6	-
de-dus-wg-003.conf	185.254.75.5:51820	185.254.75.5	51820	185.254.75.5	89.5	-
de-fra-wg-001.conf	185.213.155.73:51820	185.213.155.73	51820	185.213.155.73	88.3	-
de-fra-wg-002.conf	185.213.155.74:51820	185.213.155.74	51820	185.213.155.74	90.1	-
de-fra-wg-003.conf	185.209.196.73:51820	185.209.196.73	51820	185.209.196.73	90.6	-
de-fra-wg-004.conf	185.209.196.74:51820	185.209.196.74	51820	185.209.196.74	89.6	-
de-fra-wg-005.conf	185.209.196.75:51820	185.209.196.75	51820	185.209.196.75	89.4	-
de-fra-wg-006.conf	185.209.196.76:51820	185.209.196.76	51820	185.209.196.76	87.9	-
de-fra-wg-007.conf	185.209.196.77:51820	185.209.196.77	51820	185.209.196.77	88.2	-
de-fra-wg-008.conf	185.209.196.78:51820	185.209.196.78	51820	185.209.196.78	88.0	-
de-fra-wg-009.conf	185.213.155.72:51820	185.213.155.72	51820	185.213.155.72	88.0	-
de-fra-wg-101.conf	146.70.117.162:51820	146.70.117.162	51820	146.70.117.162	88.7	-
de-fra-wg-102.conf	146.70.117.194:51820	146.70.117.194	51820	146.70.117.194	88.6	-
de-fra-wg-103.conf	146.70.117.226:51820	146.70.117.226	51820	146.70.117.226	86.7	-
de-fra-wg-104.conf	146.70.107.194:51820	146.70.107.194	51820	146.70.107.194	88.3	-
de-fra-wg-105.conf	146.70.117.2:51820	146.70.117.2	51820	146.70.117.2	88.4	-
de-fra-wg-106.conf	146.70.117.34:51820	146.70.117.34	51820	146.70.117.34	87.6	-
de-fra-wg-301.conf	194.36.25.3:51820	194.36.25.3	51820	194.36.25.3	88.1	-
de-fra-wg-302.conf	194.36.25.18:51820	194.36.25.18	51820	194.36.25.18	90.9	-
de-fra-wg-303.conf	194.36.25.33:51820	194.36.25.33	51820	194.36.25.33	87.7	-
de-fra-wg-304.conf	194.36.25.48:51820	194.36.25.48	51820	194.36.25.48	88.0	-
de-fra-wg-401.conf	169.150.201.2:51820	169.150.201.2	51820	169.150.201.2	88.1	-
de-fra-wg-402.conf	169.150.201.15:51820	169.150.201.15	51820	169.150.201.15	88.4	-
de-fra-wg-403.conf	169.150.201.28:51820	169.150.201.28	51820	169.150.201.28	88.7	-
dk-cph-wg-001.conf	45.129.56.67:51820	45.129.56.67	51820	45.129.56.67	193	-
dk-cph-wg-002.conf	45.129.56.68:51820	45.129.56.68	51820	45.129.56.68	83.5	-
dk-cph-wg-401.conf	146.70.197.194:51820	146.70.197.194	51820	146.70.197.194	93.4	-
dk-cph-wg-402.conf	146.70.197.130:51820	146.70.197.130	51820	146.70.197.130	88.0	-
ee-tll-wg-001.conf	194.127.167.67:51820	194.127.167.67	51820	194.127.167.67	88.2	-
ee-tll-wg-002.conf	194.127.167.87:51820	194.127.167.87	51820	194.127.167.87	88.0	-
ee-tll-wg-003.conf	194.127.167.107:51820	194.127.167.107	51820	194.127.167.107	88.4	-
es-bcn-wg-001.conf	185.188.61.195:51820	185.188.61.195	51820	185.188.61.195	180	-
es-bcn-wg-002.conf	185.188.61.225:51820	185.188.61.225	51820	185.188.61.225	202	-
es-bcn-wg-101.conf	185.253.99.30:51820	185.253.99.30	51820	185.253.99.30	104	-
es-bcn-wg-102.conf	185.253.99.98:51820	185.253.99.98	51820	185.253.99.98	174	-
es-mad-wg-101.conf	45.134.213.194:51820	45.134.213.194	51820	45.134.213.194	191	-
es-mad-wg-102.conf	45.134.213.207:51820	45.134.213.207	51820	45.134.213.207	190	-
es-mad-wg-201.conf	146.70.128.194:51820	146.70.128.194	51820	146.70.128.194	191	-
es-mad-wg-202.conf	146.70.128.226:51820	146.70.128.226	51820	146.70.128.226	97.2	-
es-vlc-wg-001.conf	193.19.207.195:51820	193.19.207.195	51820	193.19.207.195	182	-
es-vlc-wg-002.conf	193.19.207.225:51820	193.19.207.225	51820	193.19.207.225	127	-
fi-hel-wg-001.conf	185.204.1.203:51820	185.204.1.203	51820	185.204.1.203	49.6	-
fi-hel-wg-002.conf	185.204.1.211:51820	185.204.1.211	51820	185.204.1.211	89.3	-
fi-hel-wg-003.conf	185.204.1.219:51820	185.204.1.219	51820	185.204.1.219	87.9	-
fi-hel-wg-101.conf	193.138.7.137:51820	193.138.7.137	51820	193.138.7.137	88.5	-
fi-hel-wg-102.conf	193.138.7.157:51820	193.138.7.157	51820	193.138.7.157	88.0	-
fi-hel-wg-103.conf	193.138.7.177:51820	193.138.7.177	51820	193.138.7.177	71.0	-
fi-hel-wg-104.conf	193.138.7.197:51820	193.138.7.197	51820	193.138.7.197	106	-
fr-bod-wg-001.conf	45.134.79.67:51820	45.134.79.67	51820	45.134.79.67	190	-
fr-bod-wg-002.conf	45.134.79.97:51820	45.134.79.97	51820	45.134.79.97	191	-
fr-mrs-wg-001.conf	138.199.15.162:51820	138.199.15.162	51820	138.199.15.162	87.6	-
fr-mrs-wg-002.conf	138.199.15.146:51820	138.199.15.146	51820	138.199.15.146	190	-
fr-par-wg-001.conf	193.32.126.66:51820	193.32.126.66	51820	193.32.126.66	88.3	-
fr-par-wg-002.conf	193.32.126.67:51820	193.32.126.67	51820	193.32.126.67	88.3	-
fr-par-wg-003.conf	193.32.126.68:51820	193.32.126.68	51820	193.32.126.68	88.5	-
fr-par-wg-004.conf	193.32.126.69:51820	193.32.126.69	51820	193.32.126.69	191	-
fr-par-wg-005.conf	193.32.126.70:51820	193.32.126.70	51820	193.32.126.70	191	-
fr-par-wg-006.conf	193.32.126.84:51820	193.32.126.84	51820	193.32.126.84	88.6	-
fr-par-wg-007.conf	193.32.126.83:51820	193.32.126.83	51820	193.32.126.83	87.9	-
fr-par-wg-101.conf	146.70.184.2:51820	146.70.184.2	51820	146.70.184.2	86.7	-
fr-par-wg-102.conf	146.70.184.66:51820	146.70.184.66	51820	146.70.184.66	88.5	-
fr-par-wg-301.conf	95.173.222.2:51820	95.173.222.2	51820	95.173.222.2	88.0	-
fr-par-wg-302.conf	95.173.222.31:51820	95.173.222.31	51820	95.173.222.31	125	-
gb-glw-wg-001.conf	185.201.188.3:51820	185.201.188.3	51820	185.201.188.3	155	-
gb-glw-wg-002.conf	185.201.188.33:51820	185.201.188.33	51820	185.201.188.33	190	-
gb-lon-wg-001.conf	141.98.252.130:51820	141.98.252.130	51820	141.98.252.130	190	-
gb-lon-wg-003.conf	185.195.232.66:51820	185.195.232.66	51820	185.195.232.66	88.9	-
gb-lon-wg-004.conf	185.195.232.67:51820	185.195.232.67	51820	185.195.232.67	190	-
gb-lon-wg-005.conf	185.195.232.68:51820	185.195.232.68	51820	185.195.232.68	88.9	-
gb-lon-wg-006.conf	185.195.232.69:51820	185.195.232.69	51820	185.195.232.69	87.9	-
gb-lon-wg-007.conf	185.195.232.70:51820	185.195.232.70	51820	185.195.232.70	191	-
gb-lon-wg-008.conf	141.98.252.138:51820	141.98.252.138	51820	141.98.252.138	88.2	-
gb-lon-wg-201.conf	185.248.85.3:51820	185.248.85.3	51820	185.248.85.3	191	-
gb-lon-wg-202.conf	185.248.85.18:51820	185.248.85.18	51820	185.248.85.18	191	-
gb-lon-wg-203.conf	185.248.85.33:51820	185.248.85.33	51820	185.248.85.33	87.9	-
gb-lon-wg-204.conf	185.248.85.48:51820	185.248.85.48	51820	185.248.85.48	191	-
gb-lon-wg-301.conf	146.70.119.66:51820	146.70.119.66	51820	146.70.119.66	109	-
gb-lon-wg-302.conf	146.70.119.2:51820	146.70.119.2	51820	146.70.119.2	84.1	-
gb-lon-wg-304.conf	146.70.119.162:51820	146.70.119.162	51820	146.70.119.162	175	-
gb-mnc-wg-001.conf	146.70.133.98:51820	146.70.133.98	51820	146.70.133.98	191	-
gb-mnc-wg-002.conf	146.70.132.130:51820	146.70.132.130	51820	146.70.132.130	190	-
gb-mnc-wg-003.conf	146.70.132.162:51820	146.70.132.162	51820	146.70.132.162	88.6	-
gb-mnc-wg-004.conf	146.70.132.194:51820	146.70.132.194	51820	146.70.132.194	87.5	-
gb-mnc-wg-005.conf	146.70.132.226:51820	146.70.132.226	51820	146.70.132.226	91.7	-
gb-mnc-wg-006.conf	146.70.133.2:51820	146.70.133.2	51820	146.70.133.2	89.1	-
gb-mnc-wg-007.conf	146.70.133.34:51820	146.70.133.34	51820	146.70.133.34	187	-
gb-mnc-wg-008.conf	146.70.133.66:51820	146.70.133.66	51820	146.70.133.66	90.5	-
gb-mnc-wg-009.conf	146.70.132.98:51820	146.70.132.98	51820	146.70.132.98	89.3	-
gb-mnc-wg-201.conf	167.160.13.3:51820	167.160.13.3	51820	167.160.13.3	87.2	-
gb-mnc-wg-202.conf	167.160.13.127:51820	167.160.13.127	51820	167.160.13.127	191	-
gr-ath-wg-101.conf	149.102.246.2:51820	149.102.246.2	51820	149.102.246.2	190	-
gr-ath-wg-102.conf	149.102.246.15:51820	149.102.246.15	51820	149.102.246.15	190	-
hk-hkg-wg-201.conf	103.125.233.18:51820	103.125.233.18	51820	103.125.233.18	254	-
hk-hkg-wg-301.conf	146.70.224.2:51820	146.70.224.2	51820	146.70.224.2	334	-
hk-hkg-wg-302.conf	146.70.224.66:51820	146.70.224.66	51820	146.70.224.66	398	-
hr-zag-wg-001.conf	154.47.29.2:51820	154.47.29.2	51820	154.47.29.2	128	-
hr-zag-wg-002.conf	154.47.29.15:51820	154.47.29.15	51820	154.47.29.15	150	-
hu-bud-wg-101.conf	146.70.196.194:51820	146.70.196.194	51820	146.70.196.194	191	-
hu-bud-wg-102.conf	146.70.196.130:51820	146.70.196.130	51820	146.70.196.130	191	-
hu-bud-wg-201.conf	79.127.182.130:51820	79.127.182.130	51820	79.127.182.130	87.6	-
hu-bud-wg-202.conf	79.127.182.160:51820	79.127.182.160	51820	79.127.182.160	88.6	-
id-jpu-wg-001.conf	129.227.46.130:51820	129.227.46.130	51820	129.227.46.130	293	-
id-jpu-wg-002.conf	129.227.46.162:51820	129.227.46.162	51820	129.227.46.162	294	-
ie-dub-wg-101.conf	146.70.189.2:51820	146.70.189.2	51820	146.70.189.2	190	-
ie-dub-wg-102.conf	146.70.189.66:51820	146.70.189.66	51820	146.70.189.66	88.8	-
il-tlv-wg-101.conf	169.150.227.197:51820	169.150.227.197	51820	169.150.227.197	189	-
il-tlv-wg-102.conf	169.150.227.210:51820	169.150.227.210	51820	169.150.227.210	191	-
il-tlv-wg-103.conf	169.150.227.222:51820	169.150.227.222	51820	169.150.227.222	191	-
it-mil-wg-001.conf	178.249.211.66:51820	178.249.211.66	51820	178.249.211.66	88.2	-
it-mil-wg-002.conf	178.249.211.79:51820	178.249.211.79	51820	178.249.211.79	88.6	-
it-mil-wg-003.conf	178.249.211.92:51820	178.249.211.92	51820	178.249.211.92	88.2	-
it-mil-wg-201.conf	146.70.225.2:51820	146.70.225.2	51820	146.70.225.2	191	-
it-mil-wg-202.conf	146.70.225.66:51820	146.70.225.66	51820	146.70.225.66	89.9	-
it-pmo-wg-001.conf	149.22.91.66:51820	149.22.91.66	51820	149.22.91.66	192	-
it-pmo-wg-002.conf	149.22.91.79:51820	149.22.91.79	51820	149.22.91.79	105	-
jp-osa-wg-001.conf	194.114.136.3:51820	194.114.136.3	51820	194.114.136.3	175	-
jp-osa-wg-002.conf	194.114.136.34:51820	194.114.136.34	51820	194.114.136.34	191	-
jp-osa-wg-003.conf	194.114.136.65:51820	194.114.136.65	51820	194.114.136.65	190	-
jp-osa-wg-004.conf	194.114.136.96:51820	194.114.136.96	51820	194.114.136.96	166	-
jp-tyo-wg-001.conf	138.199.21.239:51820	138.199.21.239	51820	138.199.21.239	419	-
jp-tyo-wg-002.conf	138.199.21.226:51820	138.199.21.226	51820	138.199.21.226	398	-
jp-tyo-wg-201.conf	146.70.138.194:51820	146.70.138.194	51820	146.70.138.194	337	-
jp-tyo-wg-203.conf	146.70.201.66:51820	146.70.201.66	51820	146.70.201.66	353	-
mx-qro-wg-001.conf	149.88.22.129:51820	149.88.22.129	51820	149.88.22.129	293	-
mx-qro-wg-002.conf	149.88.22.142:51820	149.88.22.142	51820	149.88.22.142	293	-
mx-qro-wg-003.conf	149.88.22.155:51820	149.88.22.155	51820	149.88.22.155	293	-
mx-qro-wg-004.conf	149.88.22.168:51820	149.88.22.168	51820	149.88.22.168	293	-
my-kul-wg-001.conf	98.98.47.130:51820	98.98.47.130	51820	98.98.47.130	293	-
my-kul-wg-002.conf	162.128.129.98:51820	162.128.129.98	51820	162.128.129.98	294	-
ng-los-wg-001.conf	79.127.149.130:51820	79.127.149.130	51820	79.127.149.130	293	-
ng-los-wg-002.conf	79.127.149.159:51820	79.127.149.159	51820	79.127.149.159	246	-
nl-ams-wg-001.conf	193.32.249.66:51820	193.32.249.66	51820	193.32.249.66	137	-
nl-ams-wg-002.conf	185.65.134.82:51820	185.65.134.82	51820	185.65.134.82	89.0	-
nl-ams-wg-003.conf	185.65.134.83:51820	185.65.134.83	51820	185.65.134.83	87.2	-
nl-ams-wg-004.conf	193.32.249.69:51820	193.32.249.69	51820	193.32.249.69	95.2	-
nl-ams-wg-005.conf	193.32.249.70:51820	193.32.249.70	51820	193.32.249.70	83.3	-
nl-ams-wg-006.conf	185.65.134.86:51820	185.65.134.86	51820	185.65.134.86	87.8	-
nl-ams-wg-007.conf	185.65.134.76:51820	185.65.134.76	51820	185.65.134.76	89.3	-
nl-ams-wg-008.conf	193.32.249.73:51820	193.32.249.73	51820	193.32.249.73	87.9	-
nl-ams-wg-101.conf	92.60.40.194:51820	92.60.40.194	51820	92.60.40.194	88.1	-
nl-ams-wg-102.conf	92.60.40.209:51820	92.60.40.209	51820	92.60.40.209	88.2	-
nl-ams-wg-103.conf	92.60.40.224:51820	92.60.40.224	51820	92.60.40.224	88.0	-
nl-ams-wg-201.conf	169.150.196.2:51820	169.150.196.2	51820	169.150.196.2	88.4	-
nl-ams-wg-202.conf	169.150.196.15:51820	169.150.196.15	51820	169.150.196.15	88.3	-
nl-ams-wg-203.conf	169.150.196.28:51820	169.150.196.28	51820	169.150.196.28	88.5	-
no-osl-wg-001.conf	176.125.235.71:51820	176.125.235.71	51820	176.125.235.71	90.7	-
no-osl-wg-002.conf	176.125.235.72:51820	176.125.235.72	51820	176.125.235.72	87.9	-
no-osl-wg-003.conf	176.125.235.73:51820	176.125.235.73	51820	176.125.235.73	88.8	-
no-osl-wg-004.conf	176.125.235.74:51820	176.125.235.74	51820	176.125.235.74	87.9	-
no-osl-wg-005.conf	178.255.149.140:51820	178.255.149.140	51820	178.255.149.140	76.9	-
no-osl-wg-006.conf	178.255.149.165:51820	178.255.149.165	51820	178.255.149.165	99.6	-
no-osl-wg-007.conf	91.90.44.15:51820	91.90.44.15	51820	91.90.44.15	191	-
no-osl-wg-008.conf	91.90.44.18:51820	91.90.44.18	51820	91.90.44.18	87.7	-
no-svg-wg-001.conf	194.127.199.2:51820	194.127.199.2	51820	194.127.199.2	88.5	-
no-svg-wg-002.conf	194.127.199.31:51820	194.127.199.31	51820	194.127.199.31	88.1	-
no-svg-wg-003.conf	194.127.199.62:51820	194.127.199.62	51820	194.127.199.62	88.2	-
no-svg-wg-004.conf	194.127.199.93:51820	194.127.199.93	51820	194.127.199.93	88.0	-
nz-akl-wg-301.conf	103.75.11.50:51820	103.75.11.50	51820	103.75.11.50	395	-
nz-akl-wg-302.conf	103.75.11.66:51820	103.75.11.66	51820	103.75.11.66	364	-
pe-lim-wg-001.conf	95.173.223.130:51820	95.173.223.130	51820	95.173.223.130	325	-
pe-lim-wg-002.conf	95.173.223.159:51820	95.173.223.159	51820	95.173.223.159	295	-
ph-mnl-wg-001.conf	129.227.118.162:51820	129.227.118.162	51820	129.227.118.162	293	-
ph-mnl-wg-002.conf	156.59.127.194:51820	156.59.127.194	51820	156.59.127.194	293	-
